processed-text,ensemble_sentiment_label
therefore thus saith lord host behold melt try shall daughter people,neutral
tongue arrow shot speaketh deceit one speaketh peaceably neighbour mouth heart layeth wait,positive
shall visit thing saith lord shall soul avenged nation,negative
mountain take weeping wailing habitation wilderness lamentation burned none pas neither men hear voice cattle fowl heaven beast fled gone,negative
make jerusalem heap den dragon make city judah desolate without inhabitant,negative
wise man may understand mouth lord hath spoken may declare land perisheth burned like wilderness none passeth,positive
lord saith forsaken law set obeyed voice neither walked therein,neutral
walked imagination heart baalim father taught,positive
therefore thus saith lord host god israel behold feed even people wormwood give water gall drink,negative
scatter also among heathen neither father known send sword till consumed,negative
thus saith lord host consider ye call mourning woman may come send cunning woman may come,negative
let make haste take wailing u eye may run tear eyelid gush water,neutral
voice wailing heard zion spoiled greatly confounded forsaken land dwelling cast u,negative
yet hear word lord ye woman let ear receive word mouth teach daughter wailing every one neighbour lamentation,negative
death come window entered palace cut child without young men street,negative
speak thus saith lord even carcase men shall fall dung upon open field handful harvestman none shall gather,negative
thus saith lord let wise man glory wisdom neither let mighty man glory might let rich man glory rich,positive
let glorieth glory understandeth knoweth lord exercise lovingkindness judgment righteousness earth thing delight saith lord,positive
behold day come saith lord punish circumcised uncircumcised,negative
egypt judah edom child ammon moab utmost corner dwell wilderness nation uncircumcised house israel uncircumcised heart,positive
hear ye word lord speaketh unto house israel,neutral
thus saith lord learn way heathen dismayed sign heaven heathen dismayed,negative
custom people vain one cutteth tree forest work hand workman axe,neutral
deck silver gold fasten nail hammer move,neutral
upright palm tree speak must need borne go afraid evil neither also good,negative
forasmuch none like unto thee lord thou art great thy name great might,neutral
would fear thee king nation thee doth appertain forasmuch among wise men nation kingdom none like unto thee,positive
altogether brutish foolish stock doctrine vanity,negative
silver spread plate brought tarshish gold uphaz work workman hand founder blue purple clothing work cunning men,positive
lord true god living god everlasting king wrath earth shall tremble nation shall able abide indignation,negative
thus shall ye say unto god made heaven earth even shall perish earth heaven,positive
hath made earth power hath established world wisdom hath stretched heaven discretion,positive
uttereth voice multitude water heaven causeth vapour ascend end earth maketh lightning rain bringeth forth wind treasure,positive
every man brutish knowledge every founder confounded graven image molten image falsehood breath,negative
vanity work error time visitation shall perish,negative
portion jacob like former thing israel rod inheritance lord host name,negative
gather thy ware land inhabitant fortress,neutral
thus saith lord behold sling inhabitant land distress may find,negative
woe hurt wound grievous said truly grief must bear,negative
tabernacle spoiled cord broken child gone forth none stretch forth tent set curtain,negative
pastor become brutish sought lord therefore shall prosper flock shall scattered,negative
behold noise bruit come great commotion north country make city judah desolate den dragon,negative
lord know way man man walketh direct step,negative
lord correct judgment thine anger lest thou bring nothing,negative
pour thy fury upon heathen know thee upon family call thy name eaten jacob devoured consumed made habitation desolate,negative
word came jeremiah lord saying,neutral
hear ye word covenant speak unto men judah inhabitant jerusalem,neutral
say thou unto thus saith lord god israel cursed man obeyeth word covenant,positive
commanded father day brought forth land egypt iron furnace saying obey voice according command shall ye people god,positive
may perform oath sworn unto father give land flowing milk honey day answered said lord,neutral
lord said unto proclaim word city judah street jerusalem saying hear ye word covenant,neutral
earnestly protested unto father day brought land egypt even unto day rising early protesting saying obey voice,negative
yet obeyed inclined ear walked every one imagination evil heart therefore bring upon word covenant commanded,negative
lord said unto conspiracy found among men judah among inhabitant jerusalem,negative
turned back iniquity forefather refused hear word went god serve house israel house judah broken covenant made father,negative
therefore thus saith lord behold bring evil upon shall able escape though shall cry unto hearken unto,negative
shall city judah inhabitant jerusalem go cry unto god unto offer incense shall save time trouble,negative
according number thy city thy god judah according number street jerusalem ye set altar shameful thing even altar burn incense unto baal,negative
therefore pray thou people neither lift cry prayer hear time cry unto trouble,negative
hath beloved mine house seeing hath wrought lewdness many holy flesh passed thee thou doest evil thou rejoicest,negative
lord called thy name green olive tree fair goodly fruit noise great tumult hath kindled fire upon branch broken,positive
lord host planted thee hath pronounced evil thee evil house israel house judah done provoke anger offering incense unto baal,negative
lord hath given knowledge know thou shewedst doings,positive
like lamb ox brought slaughter knew devised device saying let u destroy tree fruit thereof let u cut land living name may remembered,neutral
lord host judgest righteously triest rein heart let see thy vengeance unto thee revealed cause,positive
therefore thus saith lord men anathoth seek thy life saying prophesy name lord thou die hand,negative
therefore thus saith lord host behold punish young men shall die sword son daughter shall die famine,negative
shall remnant bring evil upon men anathoth even year visitation,negative
righteous art thou lord plead thee yet let talk thee thy judgment wherefore doth way wicked prosper wherefore happy deal treacherously,positive
thou hast planted yea taken root grow yea bring forth fruit thou art near mouth far rein,positive
thou lord knowest thou hast seen tried mine heart toward thee pull like sheep slaughter prepare day slaughter,positive
long shall land mourn herb every field wither wickedness dwell therein beast consumed bird said shall see last end,negative
thou hast run footman wearied thee canst thou contend horse land peace wherein thou trustedst wearied thee wilt thou swelling jordan,positive
even thy brother house thy father even dealt treacherously thee yea called multitude thee believe though speak fair word unto thee,positive
forsaken mine house left mine heritage given dearly beloved soul hand enemy,positive
mine heritage unto lion forest crieth therefore hated,negative
mine heritage unto speckled bird bird round come ye assemble beast field come devour,neutral
many pastor destroyed vineyard trodden portion foot made pleasant portion desolate wilderness,positive
made desolate desolate mourneth unto whole land made desolate man layeth heart,negative
spoiler come upon high place wilderness sword lord shall devour one end land even end land flesh shall peace,negative
sown wheat shall reap thorn put pain shall profit shall ashamed revenue fierce anger lord,negative
thus saith lord mine evil neighbour touch inheritance caused people israel inherit behold pluck land pluck house judah among,negative
shall come pas plucked return compassion bring every man heritage every man land,positive
shall come pas diligently learn way people swear name lord liveth taught people swear baal shall built midst people,positive
obey utterly pluck destroy nation saith lord,negative
thus saith lord unto go get thee linen girdle put upon thy loin put water,positive
got girdle according word lord put loin,positive
word lord came unto second time saying,neutral
take girdle thou hast got upon thy loin arise go euphrates hide hole rock,negative
went hid euphrates lord commanded,negative
came pas many day lord said unto arise go euphrates take girdle thence commanded thee hide,negative
went euphrates digged took girdle place hid behold girdle marred profitable nothing,negative
word lord came unto saying,neutral
thus saith lord manner mar pride judah great pride jerusalem,positive
evil people refuse hear word walk imagination heart walk god serve worship shall even girdle good nothing,positive
girdle cleaveth loin man caused cleave unto whole house israel whole house judah saith lord might unto people name praise glory would hear,positive
therefore thou shalt speak unto word thus saith lord god israel every bottle shall filled wine shall say unto thee certainly know every bottle shall filled wine,positive
shalt thou say unto thus saith lord behold fill inhabitant land even king sit upon david throne priest prophet inhabitant jerusalem drunkenness,positive
dash one another even father son together saith lord pity spare mercy destroy,negative
hear ye give ear proud lord hath spoken,positive
give glory lord god cause darkness foot stumble upon dark mountain ye look light turn shadow death make gross darkness,negative
ye hear soul shall weep secret place pride mine eye shall weep sore run tear lord flock carried away captive,negative
say unto king queen humble sit principality shall come even crown glory,positive
city south shall shut none shall open judah shall carried away captive shall wholly carried away captive,positive
lift eye behold come north flock given thee thy beautiful flock,positive
wilt thou say shall punish thee thou hast taught captain chief thee shall sorrow take thee woman travail,negative
thou say thine heart wherefore come thing upon greatness thine iniquity thy skirt discovered thy heel made bare,positive
ethiopian change skin leopard spot may ye also good accustomed evil,positive
therefore scatter stubble passeth away wind wilderness,negative
thy lot portion thy measure saith lord thou hast forgotten trusted falsehood,positive
therefore discover thy skirt upon thy face thy shame may appear,negative
seen thine adultery thy neighings lewdness thy whoredom thine abomination hill field woe unto thee jerusalem wilt thou made clean shall,negative
word lord came jeremiah concerning dearth,negative
judah mourneth gate thereof languish black unto ground cry jerusalem gone,negative
noble sent little one water came pit found water returned vessel empty ashamed confounded covered head,negative
ground chapt rain earth plowman ashamed covered head,negative
yea hind also calved field forsook grass,neutral
wild ass stand high place snuffed wind like dragon eye fail grass,negative
lord though iniquity testify u thou thy name sake backsliding many sinned thee,negative
hope israel saviour thereof time trouble shouldest thou stranger land wayfaring man turneth aside tarry night,negative
shouldest thou man astonied mighty man save yet thou lord art midst u called thy name leave u,positive
thus saith lord unto people thus loved wander refrained foot therefore lord doth accept remember iniquity visit sin,negative
said lord unto pray people good,positive
fast hear cry offer burnt offering oblation accept consume sword famine pestilence,negative
said ah lord god behold prophet say unto ye shall see sword neither shall ye famine give assured peace place,positive
lord said unto prophet prophesy lie name sent neither commanded neither spake unto prophesy unto false vision divination thing nought deceit heart,negative
therefore thus saith lord concerning prophet prophesy name sent yet say sword famine shall land sword famine shall prophet consumed,positive
people prophesy shall cast street jerusalem famine sword shall none bury wife son daughter pour wickedness upon,negative
therefore thou shalt say word unto let mine eye run tear night day let cease virgin daughter people broken great breach grievous blow,negative
go forth field behold slain sword enter city behold sick famine yea prophet priest go land know,negative
hast thou utterly rejected judah hath thy soul lothed zion hast thou smitten u healing u looked peace good time healing behold trouble,positive
acknowledge lord wickedness iniquity father sinned thee,negative
abhor u thy name sake disgrace throne thy glory remember break thy covenant u,negative
among vanity gentile cause rain heaven give shower art thou lord god therefore wait upon thee thou hast made thing,negative
said lord unto though moses samuel stood yet mind could toward people cast sight let go forth,positive
shall come pas say unto thee whither shall go forth thou shalt tell thus saith lord death death sword sword famine famine captivity captivity,negative
appoint four kind saith lord sword slay dog tear fowl heaven beast earth devour destroy,positive
cause removed kingdom earth manasseh son hezekiah king judah jerusalem,neutral
shall pity upon thee jerusalem shall bemoan thee shall go aside ask thou doest,negative
thou hast forsaken saith lord thou art gone backward therefore stretch hand thee destroy thee weary repenting,negative
fan fan gate land bereave child destroy people since return way,negative
widow increased sand sea brought upon mother young men spoiler noonday caused fall upon suddenly terror upon city,negative
hath borne seven languisheth hath given ghost sun gone yet day hath ashamed confounded residue deliver sword enemy saith lord,negative
woe mother thou hast borne man strife man contention whole earth neither lent usury men lent usury yet every one doth curse,negative
lord said verily shall well thy remnant verily cause enemy entreat thee well time evil time affliction,negative
shall iron break northern iron steel,neutral
thy substance thy treasure give spoil without price thy sin even thy border,positive
make thee pas thine enemy land thou knowest fire kindled mine anger shall burn upon,negative
lord thou knowest remember visit revenge persecutor take away thy longsuffering know thy sake suffered rebuke,negative
thy word found eat thy word unto joy rejoicing mine heart called thy name lord god host,positive
sat assembly mocker rejoiced sat alone thy hand thou hast filled indignation,positive
pain perpetual wound incurable refuseth healed wilt thou altogether unto liar water fail,negative
therefore thus saith lord thou return bring thee thou shalt stand thou take forth precious vile thou shalt mouth let return unto thee return thou unto,positive
make thee unto people fenced brasen wall shall fight thee shall prevail thee thee save thee deliver thee saith lord,positive
deliver thee hand wicked redeem thee hand terrible,positive
word lord came also unto saying,neutral
thou shalt take thee wife neither shalt thou son daughter place,neutral
thus saith lord concerning son concerning daughter born place concerning mother bare concerning father begat land,neutral
shall die grievous death shall lamented neither shall buried shall dung upon face earth shall consumed sword famine carcase shall meat fowl heaven beast earth,negative
thus saith lord enter house mourning neither go lament bemoan taken away peace people saith lord even lovingkindness mercy,negative
great small shall die land shall buried neither shall men lament cut make bald,positive
neither shall men tear mourning comfort dead neither shall men give cup consolation drink father mother,negative
thou shalt also go house feasting sit eat drink,neutral
thus saith lord host god israel behold cause cease place eye day voice mirth voice gladness voice bridegroom voice bride,positive
shall come pas thou shalt shew people word shall say unto thee wherefore hath lord pronounced great evil u iniquity sin committed lord god,negative
shalt thou say unto father forsaken saith lord walked god served worshipped forsaken kept law,positive
ye done worse father behold ye walk every one imagination evil heart may hearken unto,negative
therefore cast land land ye know neither ye father shall ye serve god day night shew favour,positive
therefore behold day come saith lord shall said lord liveth brought child israel land egypt,neutral
lord liveth brought child israel land north land whither driven bring land gave unto father,negative
behold send many fisher saith lord shall fish send many hunter shall hunt every mountain every hill hole rock,negative
mine eye upon way hid face neither iniquity hid mine eye,negative
first recompense iniquity sin double defiled land filled mine inheritance carcase detestable abominable thing,negative
lord strength fortress refuge day affliction gentile shall come unto thee end earth shall say surely father inherited lie vanity thing wherein profit,negative
shall man make god unto god,neutral
therefore behold cause know cause know mine hand might shall know name lord,positive
sin judah written pen iron point diamond graven upon table heart upon horn altar,negative
whilst child remember altar grove green tree upon high hill,positive
mountain field give thy substance thy treasure spoil thy high place sin throughout thy border,negative
thou even thyself shalt discontinue thine heritage gave thee cause thee serve thine enemy land thou knowest ye kindled fire mine anger shall burn ever,negative
thus saith lord cursed man trusteth man maketh flesh arm whose heart departeth lord,negative
shall like heath desert shall see good cometh shall inhabit parched place wilderness salt land inhabited,positive
blessed man trusteth lord whose hope lord,positive
shall tree planted water spreadeth root river shall see heat cometh leaf shall green shall careful year drought neither shall cease yielding fruit,positive
heart deceitful thing desperately wicked know,negative
lord search heart try rein even give every man according way according fruit doings,positive
partridge sitteth egg hatcheth getteth rich right shall leave midst day end shall fool,positive
glorious high throne beginning place sanctuary,positive
lord hope israel forsake thee shall ashamed depart shall written earth forsaken lord fountain living water,negative
heal lord shall healed save shall saved thou art praise,positive
behold say unto word lord let come,neutral
hastened pastor follow thee neither desired woeful day thou knowest came lip right thee,positive
terror unto thou art hope day evil,negative
let confounded persecute let confounded let dismayed let dismayed bring upon day evil destroy double destruction,negative
thus said lord unto go stand gate child people whereby king judah come go gate jerusalem,neutral
say unto hear ye word lord ye king judah judah inhabitant jerusalem enter gate,neutral
thus saith lord take heed bear burden sabbath day bring gate jerusalem,negative
neither carry forth burden house sabbath day neither ye work hallow ye sabbath day commanded father,positive
obeyed neither inclined ear made neck stiff might hear receive instruction,neutral
shall come pas ye diligently hearken unto saith lord bring burden gate city sabbath day hallow sabbath day work therein,negative
shall enter gate city king prince sitting upon throne david riding chariot horse prince men judah inhabitant jerusalem city shall remain ever,neutral
shall come city judah place jerusalem land benjamin plain mountain south bringing burnt offering sacrifice meat offering incense bringing sacrifice praise unto house lord,positive
ye hearken unto hallow sabbath day bear burden even entering gate jerusalem sabbath day kindle fire gate thereof shall devour palace jerusalem shall quenched,negative
word came jeremiah lord saying,neutral
arise go potter house cause thee hear word,neutral
went potter house behold wrought work wheel,negative
vessel made clay marred hand potter made another vessel seemed good potter make,positive
word lord came saying,neutral
house israel potter saith lord behold clay potter hand ye mine hand house israel,positive
instant shall speak concerning nation concerning kingdom pluck pull destroy,negative
nation pronounced turn evil repent evil thought unto,negative
instant shall speak concerning nation concerning kingdom build plant,neutral
evil sight obey voice repent good wherewith said would benefit,positive
therefore go speak men judah inhabitant jerusalem saying thus saith lord behold frame evil devise device return ye every one evil way make way doings good,negative
said hope walk device every one imagination evil heart,positive
therefore thus saith lord ask ye among heathen hath heard thing virgin israel hath done horrible thing,negative
man leave snow lebanon cometh rock field shall cold flowing water come another place forsaken,negative
people hath forgotten burned incense vanity caused stumble way ancient path walk path way cast,negative
make land desolate perpetual hissing every one passeth thereby shall astonished wag head,positive
scatter east wind enemy shew back face day calamity,negative
said come let u devise device jeremiah law shall perish priest counsel wise word prophet come let u smite tongue let u give heed word,positive
give heed lord hearken voice contend,negative
shall evil recompensed good digged pit soul remember stood thee speak good turn away thy wrath,positive
therefore deliver child famine pour blood force sword let wife bereaved child widow let men put death let young men slain sword battle,negative
let cry heard house thou shalt bring troop suddenly upon digged pit take hid snare foot,negative
yet lord thou knowest counsel slay forgive iniquity neither blot sin thy sight let overthrown thee deal thus time thine anger,negative
thus saith lord go get potter earthen bottle take ancient people ancient priest,positive
go forth unto valley son hinnom entry east gate proclaim word shall tell thee,neutral
say hear ye word lord king judah inhabitant jerusalem thus saith lord host god israel behold bring evil upon place whosoever heareth ear shall tingle,negative
forsaken estranged place burned incense unto god neither father known king judah filled place blood innocent,positive
built also high place baal burn son fire burnt offering unto baal commanded spake neither came mind,negative
therefore behold day come saith lord place shall called tophet valley son hinnom valley slaughter,positive
make void counsel judah jerusalem place cause fall sword enemy hand seek life carcase give meat fowl heaven beast earth,positive
make city desolate hissing every one passeth thereby shall astonished hiss plague thereof,negative
cause eat flesh son flesh daughter shall eat every one flesh friend siege straitness wherewith enemy seek life shall straiten,negative
shalt thou break bottle sight men go thee,neutral
shalt say unto thus saith lord host even break people city one breaketh potter vessel made whole shall bury tophet till place bury,positive
thus unto place saith lord inhabitant thereof even make city tophet,positive
house jerusalem house king judah shall defiled place tophet house upon whose roof burned incense unto host heaven poured drink offering unto god,positive
came jeremiah tophet whither lord sent prophesy stood court lord house said people,neutral
thus saith lord host god israel behold bring upon city upon town evil pronounced hardened neck might hear word,positive
pashur son immer priest also chief governor house lord heard jeremiah prophesied thing,positive
pashur smote jeremiah prophet put stock high gate benjamin house lord,negative
came pas morrow pashur brought forth jeremiah stock said jeremiah unto lord hath called thy name pashur magormissabib,positive
thus saith lord behold make thee terror thyself thy friend shall fall sword enemy thine eye shall behold give judah hand king babylon shall carry captive babylon shall slay sword,negative
moreover deliver strength city labour thereof precious thing thereof treasure king judah give hand enemy shall spoil take carry babylon,positive
thou pashur dwell thine house shall go captivity thou shalt come babylon thou shalt die shalt buried thou thy friend thou hast prophesied lie,negative
lord thou hast deceived deceived thou art stronger hast prevailed derision daily every one mocketh,negative
since spake cried cried violence spoil word lord made reproach unto derision daily,negative
said make mention speak name word mine heart burning fire shut bone weary forbearing could stay,positive
heard defaming many fear every side report say report familiar watched halting saying peradventure enticed shall prevail shall take revenge,negative
lord mighty terrible one therefore persecutor shall stumble shall prevail shall greatly ashamed shall prosper everlasting confusion shall never forgotten,negative
lord host triest righteous seest rein heart let see thy vengeance unto thee opened cause,positive
sing unto lord praise ye lord hath delivered soul poor hand evildoer,negative
cursed day wherein born let day wherein mother bare blessed,neutral
cursed man brought tidings father saying man child born unto thee making glad,positive
let man city lord overthrew repented let hear cry morning shouting noontide,negative
slew womb mother might grave womb always great,neutral
wherefore came forth womb see labour sorrow day consumed shame,negative
word came unto jeremiah lord king zedekiah sent unto pashur son melchiah zephaniah son maaseiah priest saying,neutral
enquire pray thee lord u nebuchadrezzar king babylon maketh war u lord deal u according wondrous work may go u,positive
said jeremiah unto thus shall ye say zedekiah,neutral
thus saith lord god israel behold turn back weapon war hand wherewith ye fight king babylon chaldean besiege without wall assemble midst city,negative
fight outstretched hand strong arm even anger fury great wrath,positive
smite inhabitant city man beast shall die great pestilence,negative
afterward saith lord deliver zedekiah king judah servant people left city pestilence sword famine hand nebuchadrezzar king babylon hand enemy hand seek life shall smite edge sword shall spare neither pity mercy,negative
unto people thou shalt say thus saith lord behold set way life way death,negative
abideth city shall die sword famine pestilence goeth falleth chaldean besiege shall live life shall unto prey,negative
set face city evil good saith lord shall given hand king babylon shall burn fire,negative
touching house king judah say hear ye word lord,neutral
house david thus saith lord execute judgment morning deliver spoiled hand oppressor lest fury go like fire burn none quench evil doings,negative
behold thee inhabitant valley rock plain saith lord say shall come u shall enter habitation,neutral
punish according fruit doings saith lord kindle fire forest thereof shall devour thing round,negative
thus saith lord go house king judah speak word,neutral
say hear word lord king judah sittest upon throne david thou thy servant thy people enter gate,neutral
thus saith lord execute ye judgment righteousness deliver spoiled hand oppressor wrong violence stranger fatherless widow neither shed innocent blood place,negative
ye thing indeed shall enter gate house king sitting upon throne david riding chariot horse servant people,neutral
ye hear word swear saith lord house shall become desolation,negative
thus saith lord unto king house judah thou art gilead unto head lebanon yet surely make thee wilderness city inhabited,positive
prepare destroyer thee every one weapon shall cut thy choice cedar cast fire,negative
many nation shall pas city shall say every man neighbour wherefore hath lord done thus unto great city,positive
shall answer forsaken covenant lord god worshipped god served,negative
weep ye dead neither bemoan weep sore goeth away shall return see native country,negative
thus saith lord touching shallum son josiah king judah reigned instead josiah father went forth place shall return thither,neutral
shall die place whither led captive shall see land,negative
woe unto buildeth house unrighteousness chamber wrong useth neighbour service without wage giveth work,negative
saith build wide house large chamber cutteth window cieled cedar painted vermilion,neutral
shalt thou reign thou closest thyself cedar thy father eat drink judgment justice well,positive
judged cause poor needy well know saith lord,negative
thine eye thine heart thy covetousness shed innocent blood oppression violence,positive
therefore thus saith lord concerning jehoiakim son josiah king judah shall lament saying ah brother ah sister shall lament saying ah lord ah glory,negative
shall buried burial as drawn cast forth beyond gate jerusalem,neutral
go lebanon cry lift thy voice bashan cry passage thy lover destroyed,negative
spake unto thee thy prosperity thou saidst hear hath thy manner thy youth thou obeyedst voice,neutral
wind shall eat thy pastor thy lover shall go captivity surely shalt thou ashamed confounded thy wickedness,positive
inhabitant lebanon makest thy nest cedar gracious shalt thou pang come upon thee pain woman travail,negative
live saith lord though coniah son jehoiakim king judah signet upon right hand yet would pluck thee thence,positive
give thee hand seek thy life hand whose face thou fearest even hand nebuchadrezzar king babylon hand chaldean,positive
cast thee thy mother bare thee another country ye born shall ye die,negative
land whereunto desire return thither shall return,positive
man coniah despised broken idol vessel wherein pleasure wherefore cast seed cast land know,negative
earth earth earth hear word lord,neutral
thus saith lord write ye man childless man shall prosper day man seed shall prosper sitting upon throne david ruling judah,positive
woe unto pastor destroy scatter sheep pasture saith lord,negative
therefore thus saith lord god israel pastor feed people ye scattered flock driven away visited behold visit upon evil doings saith lord,negative
gather remnant flock country whither driven bring fold shall fruitful increase,positive
set shepherd shall feed shall fear dismayed neither shall lacking saith lord,neutral
behold day come saith lord raise unto david righteous branch king shall reign prosper shall execute judgment justice earth,positive
day judah shall saved israel shall dwell safely name whereby shall called lord righteousness,positive
therefore behold day come saith lord shall say lord liveth brought child israel land egypt,neutral
lord liveth brought led seed house israel north country country whither driven shall dwell land,positive
mine heart within broken prophet bone shake like drunken man like man wine hath overcome lord word holiness,positive
land full adulterer swearing land mourneth pleasant place wilderness dried course evil force right,negative
prophet priest profane yea house found wickedness saith lord,negative
wherefore way shall unto slippery way darkness shall driven fall therein bring evil upon even year visitation saith lord,negative
seen folly prophet samaria prophesied baal caused people israel err,positive
seen also prophet jerusalem horrible thing commit adultery walk lie strengthen also hand evildoer none doth return wickedness unto sodom inhabitant thereof gomorrah,positive
therefore thus saith lord host concerning prophet behold feed wormwood make drink water gall prophet jerusalem profaneness gone forth land,negative
thus saith lord host hearken unto word prophet prophesy unto make vain speak vision heart mouth lord,positive
say still unto despise lord hath said ye shall peace say unto every one walketh imagination heart evil shall come upon,negative
hath stood counsel lord hath perceived heard word hath marked word heard,positive
behold whirlwind lord gone forth fury even grievous whirlwind shall fall grievously upon head wicked,negative
anger lord shall return executed till performed thought heart latter day ye shall consider perfectly,positive
sent prophet yet ran spoken yet prophesied,positive
stood counsel caused people hear word turned evil way evil doings,negative
god hand saith lord god afar,positive
hide secret place shall see saith lord fill heaven earth saith lord,negative
heard prophet said prophesy lie name saying dreamed dreamed,negative
long shall heart prophet prophesy lie yea prophet deceit heart,positive
think cause people forget name dream tell every man neighbour father forgotten name baal,positive
prophet hath dream let tell dream hath word let speak word faithfully chaff wheat saith lord,positive
word like fire saith lord like hammer breaketh rock piece,positive
therefore behold prophet saith lord steal word every one neighbour,negative
behold prophet saith lord use tongue say saith,neutral
behold prophesy false dream saith lord tell cause people err lie lightness yet sent commanded therefore shall profit people saith lord,negative
people prophet priest shall ask thee saying burden lord thou shalt say unto burden even forsake saith lord,negative
prophet priest people shall say burden lord even punish man house,negative
thus shall ye say every one neighbour every one brother hath lord answered hath lord spoken,negative
burden lord shall ye mention every man word shall burden ye perverted word living god lord host god,negative
thus shalt thou say prophet hath lord answered thee hath lord spoken,negative
since ye say burden lord therefore thus saith lord ye say word burden lord sent unto saying ye shall say burden lord,negative
therefore behold even utterly forget forsake city gave father cast presence,negative
bring everlasting reproach upon perpetual shame shall forgotten,negative
lord shewed behold two basket fig set temple lord nebuchadrezzar king babylon carried away captive jeconiah son jehoiakim king judah prince judah carpenter smith jerusalem brought babylon,positive
one basket good fig even like fig first ripe basket naughty fig could eaten bad,positive
said lord unto seest thou jeremiah said fig good fig good evil evil eaten evil,negative
word lord came unto saying,neutral
thus saith lord god israel like good fig acknowledge carried away captive judah sent place land chaldean good,positive
set mine eye upon good bring land build pull plant pluck,positive
give heart know lord shall people god shall return unto whole heart,positive
evil fig eaten evil surely thus saith lord give zedekiah king judah prince residue jerusalem remain land dwell land egypt,negative
deliver removed kingdom earth hurt reproach proverb taunt curse place whither shall drive,negative
send sword famine pestilence among till consumed land gave unto father,negative
word came jeremiah concerning people judah fourth year jehoiakim son josiah king judah first year nebuchadrezzar king babylon,neutral
jeremiah prophet spake unto people judah inhabitant jerusalem saying,neutral
thirteenth year josiah son amon king judah even unto day three twentieth year word lord hath come unto spoken unto rising early speaking ye hearkened,positive
lord hath sent unto servant prophet rising early sending ye hearkened inclined ear hear,positive
said turn ye every one evil way evil doings dwell land lord hath given unto father ever ever,negative
go god serve worship provoke anger work hand hurt,negative
yet ye hearkened unto saith lord ye might provoke anger work hand hurt,positive
therefore thus saith lord host ye heard word,neutral
behold send take family north saith lord nebuchadrezzar king babylon servant bring land inhabitant thereof nation round utterly destroy make astonishment hissing perpetual desolation,negative
moreover take voice mirth voice gladness voice bridegroom voice bride sound millstone light candle,positive
whole land shall desolation astonishment nation shall serve king babylon seventy year,positive
shall come pas seventy year accomplished punish king babylon nation saith lord iniquity land chaldean make perpetual desolation,negative
bring upon land word pronounced even written book jeremiah hath prophesied nation,neutral
many nation great king shall serve also recompense according deed according work hand,positive
thus saith lord god israel unto take wine cup fury hand cause nation send thee drink,positive
shall drink moved mad sword send among,negative
took cup lord hand made nation drink unto lord sent,positive
wit jerusalem city judah king thereof prince thereof make desolation astonishment hissing curse day,negative
pharaoh king egypt servant prince people,neutral
mingled people king land uz king land philistine ashkelon azzah ekron remnant ashdod,neutral
edom moab child ammon,neutral
king tyrus king zidon king isle beyond sea,neutral
dedan tema buz utmost corner,neutral
king arabia king mingled people dwell desert,positive
king zimri king elam king medes,neutral
king north far near one another kingdom world upon face earth king sheshach shall drink,neutral
therefore thou shalt say unto thus saith lord host god israel drink ye drunken spue fall rise sword send among,positive
shall refuse take cup thine hand drink shalt thou say unto thus saith lord host ye shall certainly drink,positive
lo begin bring evil city called name ye utterly unpunished ye shall unpunished call sword upon inhabitant earth saith lord host,negative
therefore prophesy thou word say unto lord shall roar high utter voice holy habitation shall mightily roar upon habitation shall give shout tread grape inhabitant earth,neutral
noise shall come even end earth lord hath controversy nation plead flesh give wicked sword saith lord,negative
thus saith lord host behold evil shall go forth nation nation great whirlwind shall raised coast earth,negative
slain lord shall day one end earth even unto end earth shall lamented neither gathered buried shall dung upon ground,positive
howl ye shepherd cry wallow ash ye principal flock day slaughter dispersion accomplished ye shall fall like pleasant vessel,positive
shepherd shall way flee principal flock escape,positive
voice cry shepherd howling principal flock shall heard lord hath spoiled pasture,negative
peaceable habitation cut fierce anger lord,negative
hath forsaken covert lion land desolate fierceness oppressor fierce anger,negative
beginning reign jehoiakim son josiah king judah came word lord saying,neutral
thus saith lord stand court lord house speak unto city judah come worship lord house word command thee speak unto diminish word,positive
hearken turn every man evil way may repent evil purpose unto evil doings,negative
thou shalt say unto thus saith lord ye hearken walk law set,positive
hearken word servant prophet sent unto rising early sending ye hearkened,neutral
make house like shiloh make city curse nation earth,negative
priest prophet people heard jeremiah speaking word house lord,neutral
came pas jeremiah made end speaking lord commanded speak unto people priest prophet people took saying thou shalt surely die,negative
hast thou prophesied name lord saying house shall like shiloh city shall desolate without inhabitant people gathered jeremiah house lord,positive
prince judah heard thing came king house unto house lord sat entry new gate lord house,positive
spake priest prophet unto prince people saying man worthy die hath prophesied city ye heard ear,positive
spake jeremiah unto prince people saying lord sent prophesy house city word ye heard,neutral
therefore amend way doings obey voice lord god lord repent evil hath pronounced,negative
behold hand seemeth good meet unto,positive
know ye certain ye put death ye shall surely bring innocent blood upon upon city upon inhabitant thereof truth lord hath sent unto speak word ear,positive
said prince people unto priest prophet man worthy die hath spoken u name lord god,positive
rose certain elder land spake assembly people saying,positive
micah morasthite prophesied day hezekiah king judah spake people judah saying thus saith lord host zion shall plowed like field jerusalem shall become heap mountain house high place forest,positive
hezekiah king judah judah put death fear lord besought lord lord repented evil pronounced thus might procure great evil soul,negative
also man prophesied name lord urijah son shemaiah kirjathjearim prophesied city land according word jeremiah,positive
